kjønn,alder,type justering,statistikkvariabel,måned,value
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2009M11,70
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2009M12,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M01,70.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M02,70.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M03,69.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M04,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M05,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M06,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M07,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M08,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M09,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M10,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M11,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2010M12,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M01,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M02,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M03,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M04,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M05,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M06,69.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M07,70
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M08,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M09,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M10,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M11,69.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2011M12,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M01,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M02,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M03,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M04,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M05,70
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M06,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M07,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M08,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M09,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M10,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M11,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2012M12,69.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M01,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M02,69.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M03,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M04,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M05,68.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M06,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M07,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M08,69.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M09,69.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M10,69.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M11,69.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2013M12,68.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M01,68.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M02,69.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M03,68.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M04,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M05,69.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M06,69
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M07,68.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M08,69.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M09,68.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M10,68.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M11,68.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2014M12,69.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M01,68.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M02,68.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M03,68.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M04,68.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M05,69
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M06,68.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M07,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M08,68.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M09,68.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M10,67.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M11,68.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2015M12,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M01,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M02,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M03,67.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M04,67.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M05,68
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M06,67.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M07,67.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M08,68
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M09,67.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M10,68
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M11,67.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2016M12,66.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M01,68.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M02,67.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M03,67.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M04,68
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M05,67.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M06,67.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M07,67.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M08,67.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M09,67.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M10,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M11,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2017M12,66.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M01,67.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M02,68.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M03,68
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M04,67.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M05,68.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M06,68.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M07,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M08,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M09,68.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M10,68.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M11,68.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2018M12,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M01,68.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M02,68.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M03,68.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M04,68.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M05,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M06,68.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M07,69.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M08,68.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M09,69.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M10,68.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M11,68.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2019M12,69.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M01,68.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M02,68.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M03,69.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M04,67.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M05,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M06,67.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M07,67.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M08,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M09,67.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M10,68.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M11,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2020M12,68.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M01,67.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M02,67.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M03,67.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M04,67.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M05,68.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M06,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M07,68.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M08,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M09,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M10,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M11,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2021M12,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M01,70
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M02,70.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M03,70.4
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M04,70.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M05,70.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M06,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M07,70.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M08,69.9
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M09,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M10,70.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M11,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2022M12,70
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M01,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M02,69.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M03,70.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M04,70.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M05,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M06,70.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M07,70.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M08,70.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M09,70.3
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M10,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M11,70.2
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2023M12,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M01,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M02,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M03,69.5
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M04,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M05,69.7
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M06,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M07,69.8
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M08,69.6
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M09,70.1
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M10,70
Begge kjønn,15-74 år,Sesongjustert,Sysselsatte i prosent av befolkningen,2024M11,70.1
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M01,4.2
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M02,4.2
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M03,3.9
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M04,3.9
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M05,3.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M06,3.9
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M07,3.4
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M08,3.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M09,3.3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M10,2.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M11,3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2006M12,3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M01,3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M02,2.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M03,2.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M04,2.7
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M05,2.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M06,2.5
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M07,2.9
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M08,2.7
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M09,2.4
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M10,2.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M11,2.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2007M12,2.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M01,2.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M02,2.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M03,2.5
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M04,2.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M05,2.7
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M06,3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M07,3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M08,2.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M09,3.2
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M10,3.2
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M11,3.1
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M12,3.5
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M01,3.2
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M02,3.3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M03,3.2
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M04,3.5
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M05,3.5
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M06,3.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M07,3.3
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M08,3.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M09,3.4
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M10,3.4
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M11,3.9
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M12,3.6
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M01,3.8
Begge kjønn,15-74 år,Sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M02,3.9
