kjønn,næring (SN2007),type sykefravær,statistikkvariabel,kvartal,value
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2003K4,6.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2004K1,6.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2004K2,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2004K3,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2004K4,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2005K1,5.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2005K2,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2005K3,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2005K4,4.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2006K1,5.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2006K2,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2006K3,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2006K4,4.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2007K1,5.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2007K2,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2007K3,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2007K4,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2008K1,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2008K2,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2008K3,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2008K4,5.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2009K1,6.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2009K2,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2009K3,4.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2009K4,5.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2010K1,5.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2010K2,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2010K3,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2010K4,5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2011K1,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2011K2,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2011K3,3.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2011K4,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2012K1,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2012K2,3.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2012K3,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2012K4,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2013K1,5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2013K2,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2013K3,3.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2013K4,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2014K1,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2014K2,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2014K3,3.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2014K4,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2015K1,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2015K2,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2015K3,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2015K4,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2016K1,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2016K2,3.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2016K3,3.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2016K4,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2017K1,5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2017K2,3.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2017K3,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2017K4,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2018K1,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2018K2,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2018K3,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2018K4,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2019K1,4.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2019K2,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2019K3,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2019K4,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2020K1,5.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2020K2,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2020K3,3.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2020K4,4.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2021K1,5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2021K2,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2021K3,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2021K4,5.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2022K1,6.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2022K2,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2022K3,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2022K4,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2023K1,5.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2023K2,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2023K3,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2023K4,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2024K1,5.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2024K2,4.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt og legemeldt,Sykefraværsprosent,2024K3,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2000K2,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2000K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2000K4,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2001K1,0.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2001K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2001K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2001K4,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2002K1,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2002K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2002K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2002K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2003K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2003K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2003K3,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2003K4,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2004K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2004K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2004K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2004K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2005K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2005K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2005K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2005K4,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2006K1,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2006K2,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2006K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2006K4,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2007K1,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2007K2,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2007K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2007K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2008K1,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2008K2,0.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2008K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2008K4,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2009K1,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2009K2,0.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2009K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2009K4,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2010K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2010K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2010K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2010K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2011K1,0.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2011K2,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2011K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2011K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2012K1,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2012K2,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2012K3,0.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2012K4,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2013K1,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2013K2,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2013K3,0.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2013K4,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2014K1,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2014K2,0.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2014K3,0.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2014K4,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2015K1,1.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2015K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2015K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2015K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2016K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2016K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2016K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2016K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2017K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2017K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2017K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2017K4,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2018K1,0.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2018K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2018K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2018K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2019K1,0.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2019K2,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2019K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2019K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2020K1,0.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2020K2,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2020K3,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2020K4,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2021K1,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2021K2,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2021K3,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2021K4,0.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2022K1,1.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2022K2,0.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2022K3,0.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2022K4,0.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2023K1,0.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2023K2,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2023K3,0.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2023K4,1.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2024K1,0.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2024K2,0.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Egenmeldt,Sykefraværsprosent,2024K3,0.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2000K2,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2000K3,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2000K4,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2001K1,4.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2001K2,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2001K3,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2001K4,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2002K1,5.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2002K2,4.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2002K3,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2002K4,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2003K1,6
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2003K2,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2003K3,5.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2003K4,6.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2004K1,6
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2004K2,5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2004K3,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2004K4,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2005K1,4.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2005K2,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2005K3,3.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2005K4,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2006K1,4.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2006K2,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2006K3,3.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2006K4,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2007K1,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2007K2,3.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2007K3,3.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2007K4,4.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2008K1,4.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2008K2,4.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2008K3,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2008K4,4.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2009K1,5.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2009K2,4.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2009K3,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2009K4,4.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2010K1,4.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2010K2,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2010K3,3.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2010K4,4.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2011K1,4.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2011K2,3.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2011K3,3.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2011K4,4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2012K1,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2012K2,3.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2012K3,3.3
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2012K4,3.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2013K1,4.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2013K2,3.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2013K3,3.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2013K4,3.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2014K1,4.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2014K2,3.7
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2014K3,3.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2014K4,3.8
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2015K1,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2015K2,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2015K3,3.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2015K4,3.5
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2016K1,3.9
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2016K2,3.4
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2016K3,3.1
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2016K4,3.6
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2017K1,4.2
Begge kjønn,"Jordbruk, skogbruk og fiske",Legemeldt,Sykefraværsprosent,2017K2,3.4
